#,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
1flmg9cptdmsav9lr1flmgbn4wdvktoo,,Female,25 to 29,No,Living on my own (NO children or children have left home),7.0,The same,Some of the time,Some of the time,To some extent,Definitely agree,0,0,0,0,,Olio,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,C,No,0.0,1.0,0.0,0.0,0,,0.0,Some months but not every month,,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2122813.0,2022-11-22 15:50:00,2022-11-22 15:54:00,00:04:17,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,1.0,High,High,Moderate Risk
koa4ytt0owttrvuixlwuuckoa4yxtnrs,,Female,20 to 24,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7.0,The same,Some of the time,Often,To some extent,Tend to disagree,0,0,1,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,,Never,,,Unemployed,,,,,,"Less than £14,900 p.a.",2132798.0,2022-11-22 19:18:00,2022-11-22 19:21:00,00:02:54,2022-11-22,1,1.0,1,Never true,0,0.0,,0.0,1.0,0.0,0.0,Marginal,High,Secure
gjlimepirfex6jsgjldxnlre3dgvyp7k,,Female,20 to 24,No,"Living with other adults that are non-family members, such as friends/ flatmates",8.0,The same,Some of the time,Some of the time,To a large extent,Definitely agree,0,1,1,0,,,,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,1 or 2 months,Never,Never,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",2135077.0,2022-11-22 15:49:00,2022-11-22 15:52:00,00:02:40,2022-11-22,1,1.0,1,Sometimes true,1,0.0,,0.0,5.0,0.0,0.0,Low,High,Secure
l9xx13m94zf2xe8wjkl9xx4iw1du7scn,,Female,25 to 29,No,Living on my own WITH children under 18,6.0,Worse,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,0,0,0,0,None of the above,,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,D,Yes,1.0,0.0,1.0,1.0,0,,0.0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2137271.0,2022-11-22 15:33:00,2022-11-22 15:38:00,00:04:36,2022-11-22,1,1.0,1,Often true,1,1.0,No,1.0,7.0,3.0,4.0,Very Low,Low,High Risk
a6qixsf6e1jvj3ka6qix2vchy46l2gib,,Female,30 to 34,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7.0,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,1 or 2 months,Never,Never,,Working part-time,,,,,,,"£37,901- £58,900 p.a.",2137484.0,2022-11-27 18:19:00,2022-11-27 18:27:00,00:08:10,2022-11-27,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
c8lypvn5i7z1tdvd86asc8lyp7gqjfds,,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),7.0,Worse,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Some months but not every month,Never,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",2141128.0,2022-11-27 21:10:00,2022-11-27 21:17:00,00:06:26,2022-11-27,1,1.0,0,Never true,1,0.0,,0.0,1.0,0.0,0.0,Marginal,High,Secure
iswkelgktman2rxmzavnniswkelktett,,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,8.0,The same,Some of the time,Some of the time,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,C,No,0.0,0.0,0.0,0.0,0,,0.0,1 or 2 months,Some months but not every month,Never,,Working part-time,,,,,,,"More than £58,900 p.a.",2142355.0,2022-11-27 13:54:00,2022-11-27 13:57:00,00:03:14,2022-11-27,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
7vg63wackrn8lgq7v7ufi24mdv7dbgv0,,Female,45 to 49,No,Living with partner/ spouse (NO children or children have left home),1.0,Much worse,Some of the time,Often,To some extent,Tend to agree,1,1,1,0,,,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,No,1.0,1.0,1.0,1.0,1,,0.0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"More than £58,900 p.a.",2147085.0,2022-11-23 06:37:00,2022-11-23 06:41:00,00:04:31,2022-11-22,1,1.0,1,Often true,1,0.0,,1.0,8.0,0.0,6.0,Very Low,High,High Risk
qzp85r5m6izem0f60qzpi6i4r9h0cjr7,,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",8.0,The same,Some of the time,Hardly ever or never,To some extent,Definitely disagree,0,0,0,0,,Olio,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Some months but not every month,Never,,,,,,,Student,,"£14,901- £24,300 p.a.",2149228.0,2022-11-23 08:32:00,2022-11-23 08:38:00,00:05:33,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
okg34qsd44tqnoztpl65okg3rxez8mcp,,Female,45 to 49,Prefer not to say,Living on my own WITH children under 18,8.0,Better,Some of the time,Hardly ever or never,To some extent,Tend to disagree,0,0,1,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation from Housing Association,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Never,Never,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",2153425.0,2022-11-23 07:23:00,2022-11-23 07:29:00,00:05:40,2022-11-22,1,1.0,0,Never true,1,0.0,No,0.0,1.0,0.0,0.0,Marginal,High,Secure
eu704gubqbnc5ez211eeu704gm4rslsu,,Female,45 to 49,No,Living on my own (NO children or children have left home),8.0,Better,Often,Often,To some extent,Tend to disagree,0,0,0,1,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in a night shelter/ hostel,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,,Working part-time,,,,,,,"£24,301- £37,900 p.a.",2154124.0,2022-11-22 15:43:00,2022-11-22 15:47:00,00:03:50,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
vp18rbr8ett5fa4wouyuvp18rbsx5wps,,Female,20 to 24,No,Living with partner/ spouse/ older relative WITH children under 18,6.0,Worse,Some of the time,Some of the time,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,D,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Some months but not every month,Never,,,,,Not working- looking after house/ children,,,,"£37,901- £58,900 p.a.",2155141.0,2022-11-28 20:47:00,2022-11-28 20:52:00,00:04:38,2022-11-27,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
rfk77t2ttvqrm11xdv5rfk77qhihsmp1,,Male,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",4.0,Worse,Often,Some of the time,To some extent,Definitely disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,Don't know,0.0,0.0,0.0,0.0,0,,0.0,Never,1 or 2 months,Never,,Working part-time,,,,,,,"£24,301- £37,900 p.a.",2156280.0,2022-11-23 02:44:00,2022-11-23 02:48:00,00:04:03,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
x1l4cfiqx3xbsjax1l4cfmibkcnzn305,,Female,35 to 39,No,Living on my own WITH children under 18,7.0,Worse,Often,Some of the time,To some extent,Definitely disagree,0,0,0,0,,Olio,,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,D,No,0.0,0.0,0.0,1.0,0,,0.0,1 or 2 months,1 or 2 months,Never,,,,,,,,Self employed / post baby,"£14,901- £24,300 p.a.",2157546.0,2022-11-22 15:43:00,2022-11-22 15:48:00,00:05:49,2022-11-22,1,1.0,1,Never true,0,0.0,No,0.0,5.0,1.0,1.0,Low,Marginal,Moderate Risk
s6tbk0v9cfv29s6jzzd24ffovibf8e8y,,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",7.0,Worse,Some of the time,Some of the time,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Some months but not every month,Never,,,Unemployed,,,,,,"£14,901- £24,300 p.a.",2158685.0,2022-11-22 15:53:00,2022-11-22 15:57:00,00:04:38,2022-11-22,1,1.0,0,Never true,1,0.0,,0.0,1.0,0.0,0.0,Marginal,High,Secure
eecl5hxe7pzgszbm7yeecl5hmw974g0e,,Female,35 to 39,No,Living on my own (NO children or children have left home),8.0,Better,Some of the time,Hardly ever or never,To some extent,Definitely disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,A,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2159194.0,2022-11-28 22:41:00,2022-11-28 22:44:00,00:02:33,2022-11-27,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
op0aahbnm1j3y0iuukop0a595qqsqaor,,Female,35 to 39,No,Living with partner/ spouse (NO children or children have left home),7.0,The same,Often,Often,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2160897.0,2022-11-22 15:49:00,2022-11-22 15:53:00,00:04:01,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
qmp84lufa1q1o77wv450qmp84p2kaqhy,,Female,30 to 34,No,Living with partner/ spouse/ older relative WITH children under 18,7.0,The same,Some of the time,Some of the time,To some extent,Tend to agree,0,0,1,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,C,Yes,0.0,0.0,0.0,0.0,0,,0.0,Almost every month,Some months but not every month,Some months but not every month,,,,,Not working- looking after house/ children,,,,"£24,301- £37,900 p.a.",2161871.0,2022-11-27 13:56:00,2022-11-27 14:05:00,00:08:26,2022-11-27,1,1.0,0,Never true,0,0.0,No,1.0,0.0,1.0,1.0,High,Marginal,Moderate Risk
u4p767cwp9aboge2eu4p7bn5xn55dvra,,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,8.0,Much better,Some of the time,Hardly ever or never,Not at all,Definitely disagree,0,0,0,0,,Olio,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,A,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2162407.0,2022-11-27 15:50:00,2022-11-27 15:56:00,00:05:48,2022-11-27,1,1.0,1,Never true,0,0.0,No,0.0,1.0,0.0,0.0,Marginal,High,Secure
78cc4g3nj8aru12jg9h78cc4gus6dx59,,Female,45 to 49,No,Living with partner/ spouse/ older relative WITH children under 18,8.0,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,C,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2163745.0,2022-11-22 16:03:00,2022-11-22 16:07:00,00:04:24,2022-11-22,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
xva14joxeqlzxva16qf5exhdki1dkp46,,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),6.0,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,Yes,0.0,0.0,0.0,1.0,0,,0.0,Almost every month,Almost every month,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",2163784.0,2022-11-27 17:27:00,2022-11-27 17:31:00,00:04:24,2022-11-27,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,1.0,High,High,Moderate Risk
j0ljv6b74ytbw0zr4dj0ljv9uzxonam0,,Female,35 to 39,No,Living on my own (NO children or children have left home),9.0,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,D,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2165222.0,2022-11-22 18:39:00,2022-11-22 18:42:00,00:03:09,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
e7ojh98zotvurj8g85te7ojh9uitf5yx,,Female,40 to 44,No,Living with partner/ spouse/ older relative WITH children under 18,6.0,The same,Some of the time,Some of the time,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation from Housing Association,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Never,Never,,,,,Not working- looking after house/ children,,,,"£14,901- £24,300 p.a.",2165550.0,2022-11-23 23:55:00,2022-11-24 00:07:00,00:11:49,2022-11-22,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
dl136meeftdbxkdl13aci74ny5qm2upd,,Female,50 to 54,No,Living on my own WITH children under 18,7.0,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,,Never,Working full-time,,,,,,,,Prefer not to say,2165665.0,2022-11-27 14:11:00,2022-11-27 14:14:00,00:02:42,2022-11-27,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
45vvxm3106cninnn45vvx0aj1c0ibske,,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),7.0,Better,Some of the time,Some of the time,To some extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,D,Yes,0.0,0.0,0.0,0.0,0,,0.0,1 or 2 months,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2167276.0,2022-11-23 09:33:00,2022-11-23 09:49:00,00:16:15,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
9htl9yfoia6rjro5m9htl4f6dhwm2jvy,,Female,20 to 24,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",5.0,The same,Some of the time,Some of the time,To some extent,Tend to agree,1,1,1,0,,,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in a night shelter/ hostel,,Don't know,No,1.0,1.0,1.0,1.0,1,,1.0,Almost every month,Almost every month,Almost every month,,,,,,Not working- long term sick or disabled,,,"£14,901- £24,300 p.a.",2170782.0,2022-11-22 15:38:00,2022-11-22 15:41:00,00:02:38,2022-11-22,1,1.0,1,Often true,1,0.0,,1.0,7.0,0.0,7.0,Very Low,High,High Risk
z1jxedd3w4b7ah7z1jxecpb1mre9vxap,,Female,50 to 54,No,Living with partner/ spouse (NO children or children have left home),9.0,Better,Hardly ever or never,Some of the time,Not at all,Definitely disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,,Some months but not every month,Working full-time,,,,,,,,Prefer not to say,2171186.0,2022-11-22 18:47:00,2022-11-22 18:50:00,00:02:54,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
cort0hy958jdh7w6wzcort0meakt8xut,,Female,20 to 24,No,"Living with other adults that are non-family members, such as friends/ flatmates",6.0,The same,Some of the time,Some of the time,To some extent,Definitely disagree,0,0,0,0,None of the above,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,E,Don't know,0.0,0.0,0.0,0.0,0,,0.0,Never,1 or 2 months,1 or 2 months,,,Unemployed,,,,Student,,"Less than £14,900 p.a.",2171255.0,2022-11-22 15:35:00,2022-11-22 15:40:00,00:04:53,2022-11-22,1,1.0,0,Never true,1,0.0,,0.0,3.0,0.0,0.0,Low,High,Secure
xrrgphrsu2nko4lx56xxrrgphr0rxmqe,,Male,20 to 24,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",5.0,The same,Some of the time,Some of the time,To some extent,Definitely disagree,1,1,1,0,,,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation from Housing Association,,Don't know,Don't know,0.0,1.0,1.0,1.0,1,,1.0,Almost every month,Almost every month,Almost every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",2171445.0,2022-11-22 15:30:00,2022-11-22 15:33:00,00:03:27,2022-11-22,1,1.0,1,Often true,1,0.0,,1.0,7.0,0.0,6.0,Very Low,High,High Risk
q27t5b7febrog0j9i9woq27t5n73twfn,,Female,30 to 34,Prefer not to say,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9.0,The same,Some of the time,Some of the time,To some extent,Tend to agree,1,0,1,0,,,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,1.0,1.0,1.0,1.0,0,,0.0,Almost every month,Almost every month,Almost every month,,,,,Not working- looking after house/ children,,,,"Less than £14,900 p.a.",2174077.0,2022-11-22 15:32:00,2022-11-22 15:36:00,00:04:42,2022-11-22,1,1.0,1,Often true,1,0.0,,0.0,7.0,0.0,4.0,Very Low,High,High Risk
b1f2ipry0pgte8dpfsb1f2idn57ges6n,,Female,25 to 29,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8.0,Better,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",2177298.0,2022-11-27 19:34:00,2022-11-27 19:37:00,00:03:16,2022-11-27,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
yp3savs2jeayz1l1p0llqqfyp3savwf6,,Female,30 to 34,Yes,Living on my own (NO children or children have left home),3.0,Worse,Some of the time,Some of the time,To some extent,Tend to agree,0,1,0,0,,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation arranged by the Local Authority,,Don't know,Don't know,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Never,1 or 2 months,,,Unemployed,,,,,,"£14,901- £24,300 p.a.",2177761.0,2022-11-28 16:23:00,2022-11-28 16:27:00,00:04:21,2022-11-27,1,1.0,1,Never true,1,0.0,,1.0,3.0,0.0,1.0,Low,High,Moderate Risk
ekq2iaqbfv1vr44hftvekq2iapgwex9g,,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,9.0,Better,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,E,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Never,1 or 2 months,,,,,,,,On maternity leave,"More than £58,900 p.a.",2181586.0,2022-11-27 18:54:00,2022-11-27 18:57:00,00:03:25,2022-11-27,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
9egha5wsowr5x9b6hl9egha5wsik5uh0,,Female,25 to 29,Yes,Living with partner/ spouse (NO children or children have left home),9.0,The same,Hardly ever or never,Hardly ever or never,To a large extent,Definitely agree,0,1,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,Yes,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2186501.0,2022-11-27 19:14:00,2022-11-27 19:16:00,00:02:30,2022-11-27,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
jb05vl3js7kkfxljj60gc7wfhqi77tzq,,Female,30 to 34,No,Living with partner/ spouse/ older relative WITH children under 18,6.0,The same,Some of the time,Some of the time,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,1 or 2 months,Never,1 or 2 months,Working full-time,,,,,,,,"More than £58,900 p.a.",2186922.0,2022-11-22 15:42:00,2022-11-22 15:45:00,00:03:15,2022-11-22,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
wbxljasqkyiw9coqbiwbxljasrdem2n2,,Female,45 to 49,No,Living with partner/ spouse (NO children or children have left home),8.0,The same,Some of the time,Hardly ever or never,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,Don't know,Yes,0.0,0.0,0.0,0.0,0,,0.0,Never,,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2191855.0,2022-11-22 18:13:00,2022-11-22 18:20:00,00:07:22,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
agv1uzckrsbkhcs8agv1u08r3qc9k8e0,,Female,25 to 29,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6.0,The same,Some of the time,Some of the time,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2192990.0,2022-11-22 15:36:00,2022-11-22 15:38:00,00:02:17,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
0gtv1cdvm80rhvieb0gtv1cdsf8vw9wa,,Female,25 to 29,No,Living with partner/ spouse/ older relative WITH children under 18,7.0,The same,Some of the time,Some of the time,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,Don't know,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Some months but not every month,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2193759.0,2022-11-23 11:44:00,2022-11-23 11:49:00,00:04:44,2022-11-22,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
03sd4y29v9de5p35f03sllcm7h0517jn,,Female,60 to 64,No,Living with partner/ spouse (NO children or children have left home),10.0,Much better,Some of the time,Some of the time,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,1 or 2 months,,Some months but not every month,,,,Retired,,,,,"£14,901- £24,300 p.a.",2199592.0,2022-11-27 12:47:00,2022-11-27 12:51:00,00:03:37,2022-11-27,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
